round	value	daily_double	category	comments	answer	question	air_date	notes\
1	800	no	HUNGER AIMS	-	In addition to roast beef sandwiches, this fast food shop now has "Market Fresh" turkey sandwiches	Arby's	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	1000	no	HUNGER AIMS	-	What's in the cupboard...? Oh boy, a can of Del Monte's extra-long spears of this veggie	asparagus	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	200	no	IT'S A PLANET	-	Our closest neighbor, it has a surface temperature hot enough to melt lead	Venus	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	400	no	IT'S A PLANET	-	Its most prominent feature, the Great Red Spot, is more than twice as wide as the Earth	Jupiter	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	600	no	IT'S A PLANET	-	Its frozen dry ice polar caps recede & advance with the planet's seasons	Mars	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	800	no	IT'S A PLANET	-	Named for the first ruler of the universe in Greek mythology, it was the first to be discovered by telescope	Uranus	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	200	no	AROUND THE BODY	-	This joint has a type of macaroni named for it	the elbow	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	400	no	AROUND THE BODY	-	If you're giving someone your full attention, you're "all" these	ears	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	1000	yes	AROUND THE BODY	-	The system inside these organs is commonly called the bronchial tree	lungs	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	800	no	AROUND THE BODY	-	This "in" word means the upper surface of the foot between the toes & the ankle	instep	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	1000	no	AROUND THE BODY	-	If you want to be formal about it, "vermiform" comes before the name of this probably useless organ	the appendix	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	200	no	SUMMER OLYMPIC SPORTS	-	Springboard & platform are 2 divisions of this acrobatic sport	diving	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	400	no	SUMMER OLYMPIC SPORTS	-	You get 3 attempts hurling yourself through the air into a sand-filled landing area in each round of this event	long jump	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	800	no	SUMMER OLYMPIC SPORTS	-	The 4 x 400 meters is the longest track race of this type for both men & women	a relay	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	1000	no	SUMMER OLYMPIC SPORTS	-	In 2008 Norway's Andreas Thorkildsen threw this projectile more than 297 feet for the gold medal	the javelin	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	200	no	HUE	-	Beet & scarlet	red	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	400	no	HUE	-	Canary & dandelion	yellow	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	600	no	HUE	-	Jet & ebony	black	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	800	no	HUE	-	Coffee & cinnamon	brown	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	1000	no	HUE	-	Azure & cyan	blue	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	200	no	CRY	-	Aesop knows that one who raises a false alarm is said to "cry" this creature	wolf	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	400	no	CRY	-	In a text message, "FCOL" is short for this exasperated phrase	\\"for crying out loud\\"	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	600	no	CRY	-	If you've given up, "cry" this generic relative	uncle	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	800	no	CRY	-	Justin Timerlake sang "cry me" one of these, perhaps the Irrawaddy	a river	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	1000	no	CRY	-	\\"Cry" this "and let slip the dogs of war\\"	havoc	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	400	no	STATE CAPITALS	-	The USS Slater, a World War II destroyer escort, is a now a museum in this "Empire State" capital	Albany	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	800	no	STATE CAPITALS	-	This capital's Kawaiaha'o church is known as the "Westminster Abbey of the Pacific\\"	Honolulu	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1200	no	STATE CAPITALS	-	This Idaho capital has a basque museum & basque language school	Boise	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1400	yes	STATE CAPITALS	-	Its family history library on NW Temple St. has over 2.4 million rolls of microfilmed genealogical records	Salt Lake City	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	2000	no	STATE CAPITALS	-	It sits on the Mississippi across the river from the sugar plantations that gave the area the name "Sugar Bowl of America\\"	Baton Rouge	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	400	no	BUGS	-	Illacme plenipes, a species of this bug, may have 750 legs, somewhat fewer than the name suggests	a millipede	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	800	no	BUGS	-	The painted lady is a common one of these insects in the order Lepidoptera	butterflies	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1200	no	BUGS	-	This "pious" insect can turn its triangular head 180 degrees	praying mantis	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1400	yes	BUGS	-	Ladybugs & boll weevils are types of this insect, the largest order in the animal kingdom	beetles	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	2000	no	BUGS	-	Dust these, which feed on dander & flakes of skin on pillows & mattresses, can trigger asthma attacks	mites	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	400	no	MOVIES	-	Spoiler alert: Mount Vesuvius erupts big-time during this 2014 movie set in 79 A.D.	Pompeii	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	800	no	MOVIES	-	Ben Stiller took us inside "the secret life of" this daydreamer	Walter Mitty	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1200	no	MOVIES	-	Alex Murphy is the Detroit police officer who becomes the title crime fighter after being rebuilt by Omnicorp in 2028	Robocop	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1600	no	MOVIES	-	The movie "Saving Mr. Banks" showed how it took more than "a spoonful of sugar" to get this Disney musical made	Mary Poppins	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	2000	no	MOVIES	-	St. Vladimir's is the name of the title boarding school of this 2014 film based on a book series	Vampire Academy	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	400	no	KNOW YOUR "RIGHT"S	-	Profession of Moliere & Ionesco	playwright	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	800	no	KNOW YOUR "RIGHT"S	-	2-word phrase for nervousness perhaps felt before performing Moliere or Ionesco	stagefright	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1200	no	KNOW YOUR "RIGHT"S	-	They're seen here:  a field goal kicker attempts to split them	uprights	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1600	no	KNOW YOUR "RIGHT"S	-	Outspoken or straightforward	forthright	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	2000	no	KNOW YOUR "RIGHT"S	-	Since 1870 the Library of Congress has administered these creative rights	copyright	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	400	no	NONFICTION	-	\\"Into Thin Air" tells of a catastrophic trek up this highest mountain in the world	Mount Everest	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	800	no	NONFICTION	-	These tennis sisters dole out advice to teens in "Serving from the hip: 10 rules for living, loving, and winning\\"	the Williams sisters	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1200	no	NONFICTION	-	This book about high school football, "a town, a team, and a dream" inspired a movie & a TV series; go Panthers!	Friday Night Lights	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1600	no	NONFICTION	-	Shot by the Taliban, a teen activist from Pakistan lived to tell her story in the book, "I Am" her	Malala	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	2000	no	NONFICTION	-	Jared Diamond won a Pulitzer Prize for this book with a 3-part title dealing with "The Fates of Human Societies\\"	Guns, Germs, and Steel	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	400	no	A CAMPUS TOUR	-	Sweet dreams in this building, from Latin for "sleeping place" (no, it's not the library)	dormitory	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	800	no	A CAMPUS TOUR	-	From Latin for "workplace", it's a workplace for scientists	laboratory	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1200	no	A CAMPUS TOUR	-	\\"Liberty, equality," this organization, like Sigma Lambda Beta	fraternity	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	1600	no	A CAMPUS TOUR	-	It's another name for a student activities center, or for the American Federation of Teachers	union	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
2	2000	no	A CAMPUS TOUR	-	Yikes! The name of this facility is from the Greek for "to train naked\\"	gymnasium	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
3	0	no	WEBSITES	-	A slang term for Harvard's freshman register gave this website its name	Facebook	2014-07-25	2014 Teen Tournament quarterfinal game 5.\
1	200	no	SHOP CLASS	-	Shop class has gone high-tech with skills like using these semiconductor devices that work like tiny bulbs	LEDs	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	400	no	SHOP CLASS	-	Woodshop is safer with Stephen Gass' device that can stop a spinning one of these in 3/1,000 of a second	saw	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	600	no	SHOP CLASS	-	Ordinary scissors won't cut metal; you need snips, also known by this "sh" word	shears	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	1000	no	SHOP CLASS	-	Appropriately, this retailer opened its first store on the 21st of April, 1984--oops, that's for shopping class, not shop class	Forever 21	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	200	no	DOUBLE TALK	-	A cheerleader wields it	pompom	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	400	no	DOUBLE TALK	-	We hope kids never stop "walking the dog" & going "around the world" with this toy	a yo-yo	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	600	no	DOUBLE TALK	-	To mean an equal chance, you could say 1 to 1, but most people use this number combination	50-50	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	800	no	DOUBLE TALK	-	A small round projectile fired from an air gun	BB	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	200	no	FOOD, FAST & SLOW	-	Martha Stewart's quick way to make these eggs is to remove them from the water just as it starts to boil	soft-boiled eggs	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	400	no	FOOD, FAST & SLOW	-	As a noun, it's a burger garnish; as a verb, it's to preserve, say, pigs' feet through a long, briny process	pickle	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	600	no	FOOD, FAST & SLOW	-	This "pudgy" turkey company's website says a stuffed 25-pound bird can take more than 6 hours to cook	Butterball	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	800	no	FOOD, FAST & SLOW	-	A couple of minutes in the microwavable sleeve makes these Nestle meat & cheese sandwiches	Hot Pocket	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	1000	no	FOOD, FAST & SLOW	-	In the morning, you can have instant this from Quaker or the slow-cooked steel-cut kind	oatmeal	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	200	no	TV	-	Single dad Juan Pablo was looking for Ms. Right on the latest edition of this reality series	The Bachelor	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	400	no	TV	-	On a 2013 episode of "Family Guy", this dog died but returned a few episodes later in a Christmas miracle	Brian	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	600	no	TV	-	\\"Pretty Little Liars" is set in Rosewood, Penn.; another ABC Family drama is set in this nearby title town, home of a curse	Ravenswood	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	800	no	TV	-	The "secret" that Shailene Woodley had in the first few episodes of this series: she was pregnant	The Secret Life of the American Teenager	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	1000	no	TV	-	Rachel Bilson plays Dr. Zoe Hart on this Southern-fried show	Hart of Dixie	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	200	no	PLAYWRONGS	(Alex: You have to give us the correct title of the play.)	Wilde: "The Importance of Being Alex\\"	The Importance of Being Earnest	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	400	no	PLAYWRONGS	(Alex: You have to give us the correct title of the play.)	Albee: "Who's Afraid of Montana Foxx?\\"	Who's Afraid of Virginia Woolf?	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	600	no	PLAYWRONGS	(Alex: You have to give us the correct title of the play.)	Simon: "Brighton Beach Mammoths\\"	Brighton Beach Memoirs	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	800	no	PLAYWRONGS	(Alex: You have to give us the correct title of the play.)	Sartre: "Next Exit\\"	No Exit	2014-07-28	2014 Teen Tournament semifinal game 1.\
1	1000	no	PLAYWRONGS	(Alex: You have to give us the correct title of the play.)	Shaw: "Arms and the Leg\\"	Arms and the Man	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	400	no	21st CENTURY NEWS	-	In 2010 this 4-year-old website published classified U.S. war documents & diplomatic cables	WikiLeaks	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	800	no	21st CENTURY NEWS	-	Pope when you were born, he died in 2005	John Paul II	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1200	no	21st CENTURY NEWS	-	This Asian company surpassed Nokia as the world's largest mobile phone maker	Samsung	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1600	no	21st CENTURY NEWS	-	In 2007 Israel bombed a Syrian site tha tintelligence showed was one of these built with North Korean help	nuclear reactor	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	2000	no	21st CENTURY NEWS	-	A volcano cllaed Eyjafjallajokull erupted in this island nation in 2010, leading to disruption of air travel	Iceland	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	400	no	CELEBRITIES	-	As opposed to JLo, she's JLaw	Jennifer Lawrence	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	800	no	CELEBRITIES	-	On this co-star's untimely death, Vin Diesel said, "I will always love you... as the brother you were... on and off screen\\"	Paul Walker	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1200	no	CELEBRITIES	-	This father & son co-starred in 2013's "After Earth\\"	Will and Jaden Smith	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1600	no	CELEBRITIES	-	In 2014 this actress & Ashton Kutcher announced their engagement	Mila Kunis	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	2000	no	CELEBRITIES	-	In 2013 this singer became a new mom, giving birth to son Axl Jack Duhamel	Fergie	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	400	no	THE GEOGRAPHIC CENTER	-	Of this U.S. state: central Worcester County	Massachusetts	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	800	no	THE GEOGRAPHIC CENTER	-	Of this continent: the city of Cuiaba in the state of Mato Grosso	South America	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1200	no	THE GEOGRAPHIC CENTER	-	Of this peninsula: near Madrid	Iberian	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1600	no	THE GEOGRAPHIC CENTER	-	Of this continent: in the south of the Northern Territory	Australia	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	2000	no	THE GEOGRAPHIC CENTER	-	Of this big country: Evenkia, on Lake Vivi; its only resident, Anatoly, died in 2003	Russia	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	400	no	STAMPS	-	It's a flag! It's an anthem! It's a patriotic stamp	Star-Spangled Banner stamp	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	800	no	STAMPS	-	A circular holiday stamp depicts an evergreen one of these decorations	wreath	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1600	no	STAMPS	-	The "Made in America" series shows a riveter & a welder working on this Manhattan skyscraper	Empire State Building	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	2000	yes	STAMPS	-	A stamp commemorating the War of 1812 features the battle of this lake	Lake Erie	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	400	no	CHEMICAL ELEMENTS	-	By mass, it's the most abundant element in the Earth's crust & in your body	oxygen	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	2200	yes	CHEMICAL ELEMENTS	-	The Roman numeral for 100 is also the symbol for this element	carbon	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1200	no	CHEMICAL ELEMENTS	-	This glow-in-the-dark element is the only one whose name ends in "us\\"	Phosphorus	2014-07-28	2014 Teen Tournament semifinal game 1.\
2	1600	no	CHEMICAL ELEMENTS	-	After "Omaha" or Lincoln", an addressed envelope could have the 2 letters symbolizing this element	Neon	2014-07-28	2014 Teen Tournament semifinal game 1.\
